Species Name,year_first_described,first_paper
Ordospora colligata,1997,"Larsson JIR, Ebert D, Vavra J. Ultrastructural study and description of Ordospora colligata gen. et sp. nov. (Microspora, Ordosporidae fam. nov.), a new microsporidian parasite of Daphnia magna (Crustacea, Cladocera). Europ J Protistol. 1997;33:432–43."
Trichotuzetia guttata,1997,"Vávra J, Larsson JIR, Baker MD. Light and electron microscopic cytology of Trichotuzetia guttata gen. et. sp. n. (Microspora, Tuzetiidae), a microsporidian parasite of Cyclops vicinus Uljanin, 1875 (Crustacea, Copepoda). Arch Protistenkd. 1997;147:293–306."
Unikaryon nomimoscolexi,1997,"Sene A, Ba C, Marchand B, Toguebaye B. Ultrastructure of Unikaryon nomimoscolexi n. sp. (Microsporida, Unikaryonidae), a parasite of Nomimoscolex sp. (Cestoda, Proteocephalidea) from the gut of Clarotes laticeps (Pisces, Teleostei, Bagridae). Dis Aquat Org. 1997;29:35–40."
unnamed microsporidium 3,1997,"Terry RS, Dunn AM, Smith JE. Cellular distribution of a feminizing microsporidian parasite: a strategy for transovarial transmission. Parasitol. 1997;115:157–63."
Wittmannia antarctica,1997,"Czaker R. Wittmannia antarctica N. G., N. Sp. (Nosematidae), a New Hyperparasite in the Antarctic Dicyemid Mesozoan Kantharella antarctica. J Eukaryot Microbiol. 1997;44:438–46."
Amblyospora salinarian (Amblyospora salinaria),1998,"Becnel JJ, Andreadis TG. Amblyospora salinarian. sp. (Microsporidia: Amblyosporidae), Parasite ofCulex salinarius(Diptera: Culicidae): Its Life Cycle Stages in an Intermediate Host. J Invertebr Pathol. 1998;71:258–62."
Amblyospora theophanica,1998,Kilochitskii PY. New microsporidian species of the blood sucking mosquitoes from the northern Ukraine. Vestn Zool. 1998;32:30–9.
Brachiola vesicularum,1998,"Cali A, Takvorian PM, Lewin S, Rendel M, Sian CS, Wittner M, et al. Brachiola vesicularum, n. g., n. sp., a new microsporidium associated with AIDS and myositis. J Eukaryot Microbiol. 1998;45:240–51."
Encephalitozoon sp. 5,1998,"Gray ML, Puette M, Latimer KS. Microsporidiosis in a Young Ostrich (Struthio camelus). Avian Diseases. 1998;42:832."
Encephalitozoon sp. 6,1998,"Ribeiro MFB, Guimarães AM. Encephalitozoon-Like Microsporidia in the Ticks Amblyomma cajennense and Anocentor nitens (Acari: Ixodidae). J Med Entomol. 1998;35:1029–33."
Hamiltosporidium magnivora (= Flabelliforma magnivora),1998,"Larsson JIR, Ebert D, Mangin KL, Vavra J. Ultrastructural study and description of Flabelliforma magnivora sp. n. (Microspora: Duboscqiidae), a microsporidian parasite of Daphnia magna (Crustacea: Cladocera: Daphniidae). Acta Parasitol. 1998;37:41–52."
Helmichia lacustris,1998,Voronin VN. Microsporidia of the genus Helmichia (Microsporidia: Sriatosporidae [Striatosporidae]) from midge larvae (Diptera: Chironomidae) from water basins of the North-Western Russia. Parazitologiya. 1998;32:327–31
Heterosporis cichlidarum,1998,"Coste F, Bouix G. Heterosporis cichlidarum n.sp (Microspora), a parasite of the ornamental cichlid fish Hemichromis bimaculatus gill, 1862. Bull Eur Assoc Fish Pathol. 1998;18:157–61."
Intrapredatorus barri,1998,"Chen W-J, Kuo T-L, Wu S-T. Development of a new microsporidian parasite, Intrapredatorus barri n.g., n.sp. (Microsporida: Amblyosporidae) from the predacious mosquito Culex fuscanus Wiedemann (Diptera: Culicidae). Parasitol Int. 1998;47:183–93."
Microsporidium anoeti,1998,"Ovcharenko, M., G. Zolotarjowa, and I. Wita. “Microsporidium Anoeti Sp. n. (Microspora), a New Microsporidian Parasite of Anoetus Feroniarum (Acariformes, Anoetidae).” Vestnik Zoologii 32, no. 3 (1998): 85–89."
Microsporidium caeruleosticti,1998,"Faye N, Toguebaye BS, Boiux G. On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal. Bull Eur Assoc Fish Pathol. 1998;18:84–6."
Microsporidium canariensis,1998,"Faye N, Toguebaye BS, Boiux G. On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal. Bull Eur Assoc Fish Pathol. 1998;18:84–6."
Microsporidium maroccani,1998,"Faye N, Toguebaye BS, Boiux G. On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal. Bull Eur Assoc Fish Pathol. 1998;18:84–6."
Microsporidium pagri,1998,"Faye N, Toguebaye BS, Boiux G. On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal. Bull Eur Assoc Fish Pathol. 1998;18:84–6."
Mutated Thelohaniidae sp.,1998,"Ovcharenko M, Molloy DP, Wita I. Unusual polar filament structure in two Microsporidia from water reservoirs with radionuclide and organic pollution. B Pol Acad Sci - Biol Sci. 1998;46:47–50."
Mutated Unikaryonidae sp.,1998,"Ovcharenko M, Molloy DP, Wita I. Unusual polar filament structure in two Microsporidia from water reservoirs with radionuclide and organic pollution. B Pol Acad Sci - Biol Sci. 1998;46:47–50."
Parathelohania detinovae,1998,Kilochitskii PY. New microsporidian species of the blood sucking mosquitoes from the northern Ukraine. Vestn Zool. 1998;32:30–9.
Parathelohania issiae,1998,Kilochitskii PY. New microsporidian species of the blood sucking mosquitoes from the northern Ukraine. Vestn Zool. 1998;32:30–9.
Trachipleistophora anthropophthera,1998,"Vávra J, Yachnis AT, Shadduck JA, Orenstein JM. Microsporidia of the Genus Trachipleistophora?Causative Agents of Human Microsporidiosis: Description of Trachipleistophora anthropophthera N. Sp. (Protozoa: Microsporidia). J Eukaryot Microbiol. 1998;45:273–83."
Trachipleistophora sp.,1998,"Vavra J, Yachnis AT, Canning EU, Curry A, Orenstein JM. A Trachipleistophora-like microsporidium of man: Its dimorphic nature and relationship to Thelohania apodemi. Folia Parasit. 1998;45:157–62."
Unikaryon montanum,1998,"Weiser, Jaroslav, and Rudolf Wegensteiner. “Unikaryon Montanum Sp. n. (Protista: Microspora), a New Pathogen of the Spruce Bark Beetle, Ips Typographus (Coleoptera: Scolytidae),” n.d., 5."
Unikaryon oulemi,1998,"Krylova, S V, E V Morzhina, Yu Ya Sokolova, and I.V. Issi. “MICROSPORIDIOSIS OF THE CEREAL LEAF BEETLE OULEMA MELANOPUS (COLEOPTERA),” n.d., 8."
unnamed microspordium in bearded dragons,1998,"Jacobson ER, Green DE, Undeen AH, Cranfield M, Vaughn KL. Systemic microsporidiosis in inland bearded dragons (Pogona vitticeps). J Zoo Wildl Med. 1998;29:315–23."
Antonospora scoticae,1999,"Fries I, Paxton RJ, Tengö J, Slemenda SB, da Silva AJ, Pieniazek NJ. Morphological and molecular characterization of Antonospora scoticae n. gen., n. sp. (Protozoa, microsporidia) a parasite of the communal bee, Andrena scotica Perkins, 1916 (Hymenoptera, andrenidae). Eur J Protistol. 1999;35:183–93."
Gurleya polonica,1999,"Wita I, Ovcharenko M, Czaplinska U. Gurleya polonica sp. n. (Microspora, Gurleyidae) a new microsporidian parasite of Gammarus duebeni (Amphipoda, Gammaridae). Bulletin of the Polish Academy of Sciences Biological Sciences. 1999;47:53–8."
Microsporidium sp. 24,1999,"Kent ML, Docker M, Khattra J, Vossbrinck CR, Speare DJ, Devlin RH. A new Microsporidium sp. (microsporidia) from the musculature of the mountain whitefish Prosopium williamsoni from British Columbia: morphology and phylogeny. J Parasitol. 1999;85:1114–9."
Nosema granulosis,1999,"Terry RS, Smith JE, Bouchon D, Rigaud T, Duncanson P, Sharpe RG, et al. Ultrastructural characterisation and molecular taxonomic identification of Nosema granulosis n. sp., a transovarially transmitted feminising (TTF) microsporidium. J Eukaryot Microbiol. 1999;46:492–9."
Nosema portugal,1999,"Maddox JV, Baker MD, Jeffords MR, Kuras M, Linde A, Solter LF, et al. Nosema portugal, N. SP., Isolated from Gypsy Moths (Lymantria dispar L.) Collected in Portugal. J Invertebr Pathol. 1999;73:1–14."
Nosema sp. 37,1999,"Canning EU, Curry A, Cheney SA, Lafranchi-Tristem NJ, Kawakami Y, Hatakeyama Y, et al. Nosema tyriae n.sp. and Nosema sp., microsporidian parasites of Cinnabar moth Tyria jacobaeae. J Invertebr Pathol. 1999;74:29–38."
Nosema tyriae,1999,"Canning EU, Curry A, Cheney SA, Lafranchi-Tristem NJ, Kawakami Y, Hatakeyama Y, et al. Nosema tyriae n.sp. and Nosema sp., microsporidian parasites of Cinnabar moth Tyria jacobaeae. J Invertebr Pathol. 1999;74:29–38."
unnamed microsporidium in a parrot,1999,"Canny CJ, Ward DA, Patton S, Orosz SE. Microsporidian keratoconjunctivitis in a double yellow-headed amazon parrot (Amazona ochrocephala oratrix). J Avian Med Surg [Internet]. [cited 2020 May 26]; Available from: https://www-scopus-com.myaccess.library.utoronto.ca/record/display.uri?eid=2-s2.0-0003120485&origin=resultslist&sort=plf-f&src=s&st1=microsporidia+OR+microsporidium&st2=&sid=b4b2944084b7b89d892fa1a3f40bad86&sot=b&sdt=b&sl=65&s=TITLE-ABS-KEY%28microsporidia+OR+microsporidium%29+AND+PUBYEAR+%3d+1999&relpos=3&citeCnt=23&searchTerm="
unnamed microsporidium in gastrotrich,1999,"Manylov OG. First finding of a microsporidian parasite in the gastrotrich, Turbanella lutheri (Gastrotricha: Macrodasyida). Protistology. 1999;1:17–9."
Vairimorpha imperfecta,1999,"Canning EU, Curry A, Cheney S, Lafranchi-Tristem NJ, Haque MA. Vairimorpha imperfecta n.sp., a microsporidian exhibiting an abortive octosporous sporogony in Plutella xylostella L. (Lepidoptera: Yponomeutidae). Parasitology. 1999;119 ( Pt 3):273–86."
Vairimorpha sp. 1,1999,"Schuld M, Madel G, Schmuck R. Impact of Vairimorpha sp. (Microsporidia: Burnellidae) on Trichogramma chilonis (Hymenoptera, Trichogrammatidae), a hymenopteran parasitoid of the cabbage moth, Plutella xylostella (Lepidoptera, Yponomeutidae). J Invertebr Pathol. 1999;74:120–6."
Vairimorpha sp. 2,1999,"Haque MdA, Canning EU, Wright DJ. Entomopathogenicity of Vairimorpha sp. (Microsporidia) in the diamondback moth, Plutella xylostella (Lepidoptera: Yponomeutidae). B Entomol Res. 1999;89:147–52."
Agglomerata volgensae,2000,"Larsson JIR, Voronin VN. Light and electron microscopic study of Agglomerata volgensae n. sp. (Microspora: Dubosqiidae), a new microsporidian parasite of Daphnia magna (Crustacea: Daphniidae). Eur J Protistol. 2000;36:89–99."
Amblyospora burlaki,2000,"Pankova TF, Issi IV, Simakova AV. New species of microsporidians Amblyospora from blood-sucking mosquitos of the family Culicidae. Parazitologiya. 2000;34:426–7."
Amblyospora camposi,2000,"Micieli MV, Garcia JJ, Becnel JJ. Life cycle and description of Amblyospora camposi n. sp. (Microsporidia: Amblyosporidae) in the mosquito Culex renatoi (Diptera, Culicidae) and the copepod Paracyclops fimbriatus fimbriatus (Copepoda, Cyclopidae). J Eukaryot Microbiol. 2000;47:575–80."
Amblyospora caspius,2000,"Pankova TF, Issi IV, Simakova AV. New species of microsporidians Amblyospora from blood-sucking mosquitos of the family Culicidae. Parazitologiya. 2000;34:426–7."
Becnelia sigarae,2000,"Tonka T, Weiser J. Becnelia sigarae gen. n., sp. n. Isolated from testes of the water boatmen, Sigara lateralis (Heteroptera: Corixidae) in the Czech Republic. Acta Protozool. 2000;39:241–52."
Caudospora palustris,2000,"Adler P.H., Becnel J.J., Moser B., 2000. Molecular characterization and taxonomy of a new species of Caudosporidae (Microsporidia) from black flies (Diptera: Simuliidae), with host-derived relationships of the North American caudosporids. J Invertebr Pathol. 75(2), 133-143. doi:https://doi.org/10.1006/jipa.1999.04902"
Loma mugili,2000,"Ovcharenko NO, Sarabeev VL, Wita I, Czaplinska U. Loma mugili sp. n., a new microsporidium from the gills of grey mullet (Mugil soiuy). Vestnik Zoologii. 2000;34:9–15."
Microsporidium epithelialis,2000,"Oumouna M, El-Matbouli M, Hoffmann RW, Bouix G. Electron microscopic study of a new microsporean Microsporidium epithelialis sp. n. infecting Tubifex sp. (Oligochaeta). Folia Parasit. 2000;47:257–65."
Nosema aegypti,2000,"Abdou, Nahed, and Richard Heckmann. “Nosema Aegypti n,Sp. (Microsporida) Hyperparasite of Procamallanus Elatensis, an Intestinal Nematode of Siganid Fishes from the Red Sea.” Proceedings of Parasitology 30 (December 2000): 1–14."
Unnamed Enterocytozoon sp.,2000,"Khattra JS, Gresoviac SJ, Kent ML, Myers MS, Hedrick RP, Devlin RH. Molecular Detection and Phylogenetic Placement of a Microsporidian from English Sole (Pleuronectes vetulus) Affected by X-Cell Pseudotumors. J Parasitol. 2000;86:867–71."
Unnamed Microsporidia sp. 1,2000,Clausen C. Light and ultrastructural observations on a microsporidium in the hydrozoan Halammohydra intermedia (Cnidaria). Sarsia. Taylor & Francis; 2000;85:177–80.
Unnamed Microsporidia sp. A,2000,"Bjornson S, Keddie BA. Development and pathology of two undescribed species of microsporidia infecting the predatory mite, Phytoseiulus persimilis Athias-Henrio. J Invertebr Pathol. 2000;76:293–300."
Unnamed Microsporidia sp. B,2000,"Bjornson S, Keddie BA. Development and pathology of two undescribed species of microsporidia infecting the predatory mite, Phytoseiulus persimilis Athias-Henrio. J Invertebr Pathol. 2000;76:293–300."
Unnamed Nosema sp. 1,2000,"Hatakeyama Y, Bansal AK, Iwano H, Kawakami Y, Ishihara R. Characterization of SSUrRNA sequence of a new microsporidium Nosema sp. (Nosematidae: Microsporidia), isolated from Antheraea mylitta Drury (Lepidoptera: Saturniidae) in India. Indian J Seric. Hatakeyama, Yoshinori; Laboratory of Silkworm Pathology, Department of Sericulture, National Institute of Sericulture and Entomology Science, 1-2 Owashi, Tsukuba, Ibaraki, 305-8634, Japan; 2000;39:131–4."
Unnamed Nosema sp. 506,2000,"Inglis GD, Lawrence AM, Davis FM. Pathogens Associated with Southwestern Corn Borers and Southern Corn Stalk Borers (Lepidoptera: Crambidae). J Econ Entomol. Oxford Academic; 2000;93:1619–26."
Agglomerata connexa,2001,"Ovcharenko M, Wita I. Ultrastructural study of Agglomerata connexa sp. nov. (Microspora, Duboscqiidae), a new microsporidian parasite of Daphnia longispina (Cladocera, Daphniidae). Acta Parasitol. 2001;46:94–102."
Agglomerata lacrima,2001,"Bronnvall AM, Larsson JIR. Ultrastructure and light microscopic cytology of Agglomerata lacrima n. sp. (Microspora, Duboscqiidae), a microsporidian parasite of Acanthocyclops vernalis (Copepoda, Cyclopidae). Eur J Protistol. Elsevier Science; 2001;37:89–102."
Helmichia anomala,2001,"Ovcharenko M, Wita I. Helmichia anomala sp. nov. (Microspora, Striatosporidae) a new microsporidian parasite of Microtendipes pedellus (Diptera, Chironomidae) in Poland. Acta Parasitol. 2001;46:242–9."
Pseudoloma neurophilia,2001,"Matthews JL, Brown AMV, Larison K, Bishop-Stewart JK, Rogers P, Kent ML. Pseudoloma neurophilia n. g., n. sp., a new microsporidium from the central nervous system of the zebrafish (Danio rerio). J Eukaryot Microbiol. 2001;48:227–33."
Vavraia mediterranica,2001,"Azevedo C. Ultrastructural Aspects of a New Species, Vavraia mediterranica (Microsporidia, Pleistophoridae), Parasite of the French Mediterranean Shrimp, Crangon crangon (Crustacea, Decapoda). J Invertebr Pathol. Elsevier; 2001;78:194–200."
Bryonosema plumatellae,2002,"Canning EU, Refardt D, Vossbrinck CR, Okamura B, Curry A. New diplokaryotic microsporidia (Phylum Microsporidia) from freshwater bryozoans (Bryozoa, Phylactolaemata). Eur J Protistol. Elsevier Science; 2002;38:247–65."
Bryonosema tuftyi,2002,"Canning EU, Refardt D, Vossbrinck CR, Okamura B, Curry A. New diplokaryotic microsporidia (Phylum Microsporidia) from freshwater bryozoans (Bryozoa, Phylactolaemata). Eur J Protistol. Elsevier Science; 2002;38:247–65."
Dictyocoela duebenum,2002,"Hogg JC, Ironside JE, Sharpe RG, Hatcher MJ, Smith JE, Dunn AM. Infection of Gammarus duebeni populations by two vertically transmitted microsporidia; parasite detection and discrimination by PCR-RFLP. Parasitol. 2002;125:59–63."
Larssonia hiberna,2002,"Kilochitskii PY, Ovcharenko NA, Polkovenko OV, Shostak LV. Microsporidia of Branchiopods from the Northern regions of Ukraine. Hydrobiol J. 2002;38:65–76."
Loma myrophis,2002,"Azevedo C, Matos E. Fine structure of a new species, Loma myrophis (Phylum Microsporidia), parasite of the Amazonian fish Myrophis platyrhynchus (Teleostei, Ophichthidae). Eur J Protistol. Elsevier Science; 2002;37:445–52."
Microsporidium cypselurus,2002,"Yokoyama H, Sun-Joung L, Bell AS. Occurrence of a new microsporidium in the skeletal muscle of the flying fish Cypselurus pinnatibarbatus japonicus (Exocoetidae) from Yakushima, Japan. Folia Parasit. 2002;49:9–15."
Microsporidium sp.,2002,"Kilochitskii PY, Ovcharenko NA, Polkovenko OV, Shostak LV. Microsporidia of Branchiopods from the Northern regions of Ukraine. Hydrobiol J. 2002;38:65–76."
Microsporidium stagnalis,2002,"Kilochitskii PY, Ovcharenko NA, Polkovenko OV, Shostak LV. Microsporidia of Branchiopods from the Northern regions of Ukraine. Hydrobiol J. 2002;38:65–76."
Nucleospora secunda,2002,"Lom J, Dykoa I. Ultrastructure of Nucleospora secunda n. sp. (Microsporidia), parasite of enterocytes of Nothobranchius rubripinnis. Eur J Protistol. Elsevier Science; 2002;38:19–27."
Oligosporidium occidentalis,2002,"Becnel JJ, Jeyaprakash A, Hoy MA, Shapiro A. Morphological and molecular characterization of a new microsporidian species from the predatory mite Metaseiulus occidentalis (Nesbitt) (Acari, Phytoseiidae). J Invertebr Pathol. Academic Press; 2002;79:163–72."
Parathelohania aquasalensis,2002,Osborn F. Nueva especie de Parathelohania (Microsporidia) en larvas de Anopheles aquasalis (Diptera: Culicidae) en Venezuela. Revista de Biologia Tropical. 2002;50:1045–53.
Schroedera plumatellae,2002,"Morris DJ, Adams A. Development of Schroedera plumatellae gen. n., sp. n. (Microsporidia) in Plumatella fungosa (Bryozoa: Phylactolaemata). Acta Protozool. 2002;41:383–96."
Trichonosema pectinatellae,2002,"Canning EU, Refardt D, Vossbrinck CR, Okamura B, Curry A. New diplokaryotic microsporidia (Phylum Microsporidia) from freshwater bryozoans (Bryozoa, Phylactolaemata). Eur J Protistol. Elsevier Science; 2002;38:247–65."
Tuzetia weidneri,2002,"Canning EU, Curry A, Overstreet RM. Ultrastructure of Tuzetia weidneri sp. n. (Microsporidia: Tuzetiidae) in skeletal muscle of Litopenaeus setiferus and Farfantepenaeus aztecus (Crustacea: Decapoda) and new data on Perezia nelsoni (Microsporidia: Pereziidae) in L. setiferus. Acta Protozool. 2002;41:63–77."
Unikaryon polygraphi,2002,"Weiser, J., U. Handel, R. Wegensteiner, and Z. Zizka. “Unikaryon Polygraphi Sp.n. (Protista, Microspora): A New Pathogen of the Four-Eyed Spruce Bark Beetle Polygraphus Poligraphus (Col., Scolytidae).” Journal of Applied Entomology 126, no. 2–3 (April 2002): 148–154. https://doi.org/10.1046/j.1439-0418.2002.00617.x."
Unnamed Nosema sp. (possibly Endoreticulatus schubergi),2002,"Pilarska D, Linde A, Solter LF, Takov D, McManus ML, Goertz D. Ultrastructure characteristic of a Nosema sp. (Microsporidia) from a Bulgarian population of Euproctis chrysorrhoea L. (Lepidoptera). Acta Parasitol. 2002;47:1–5."
Unnamed Nosema sp. 2,2002,"Choi JY, Kim JG, Choi YC, Goo TW, Chang JH, Je YH, et al. Nosema sp. isolated from cabbage white butterfly (Pieris rapae) collected in Korea. Journal of Microbiology. 2002;40:199–204."
Amazonspora hassar,2003,"Azevedo C, Matos E. Amazonspora hassar n. gen. and n. sp. (Phylum Microsporidia, fam. Glugeidae), a parasite of the Amazonian teleost Hassar orestis (fam. Doradidae). J Parasitol. 2003;89:336–41."
Canningia tomici,2003,"Kohlmayr B, Weiser J, Wegensteiner R, Händel U, Zizka Z. Infection of Tomicus piniperda (Col., Scolytidae) with Canningia tomici sp. n. (Microsporidia, Unikaryonidae). Anz Schädlingskunde/J Pest Science. 2003;76:65–73."
Crepidula beklemishevi,2003,"Simakova AV, Pankova TF, Issi IV. Crepidula beklemishevi gen. et sp. n. and Dimeiospora palustris gen. et sp. n. (Microspora: Amblyosporidae)--new microsporidian genera and species from blood-sucking mosquitoes (Diptera: Culicidae) from the south of the western Siberia. Parazitologiia. 2003;37:145–53."
Desmozoon lepeophtherii (also Paranucleospora theridion),2003,"Freeman MA, Bell AS, Sommerville C. A hyperparasitic microsporidian infecting the salmon louse, Lepeophtheirus salmonis: an rDNA-based molecular phylogenetic study. J Fis Dis. 2003;26:667–76."
Dimeiospora palustris,2003,"Simakova AV, Pankova TF, Issi IV. Crepidula beklemishevi gen. et sp. n. and Dimeiospora palustris gen. et sp. n. (Microspora: Amblyosporidae)--new microsporidian genera and species from blood-sucking mosquitoes (Diptera: Culicidae) from the south of the western Siberia. Parazitologiia. 2003;37:145–53."
Microsporidium kosewiense,2003,"Ovcharenko, M., and I. Wita. “Ultrastructural Study of Microsporidium Kosewiense Sp. n. (Microspora, Thelohaniidae) — a Microsporidian Parasite of Psectrotanipus Larvae (Diptera, Chironomidae).” Vestnik Zoologii 37, no. 6 (2003): 39–48."
Nosema chaetocnemae,2003,"Yaman M, Radek R. Nosema chaetocnemae sp. n. (Microspora: Nosematidae), a microsporidian parasite of Chaetocnema tibialis (Coleoptera: Chrysomelidae). Acta Protozool. 2003;42:231–7."
Pleistophora ronneafiei,2003,"Cali A, Takvorian PM. Ultrastructure and Development of Pleistophora ronneafiei n. sp., a Microsporidium (Protista) in the Skeletal Muscle of an Immune-Compromised Individual. Journal of Eukaryotic Microbiology. 2003;50:77–85."
Thelohania montirivulorum,2003,"Moodie EG, Le Jambre LF, Katz ME. Thelohania montirivulorum sp. nov. (Microspora: Thelohaniidae), a parasite of the Australian freshwater crayfish, Cherax destructor (Decapoda: Parastacidae): fine ultrastructure, molecular characteristics and phylogenetic relationships. Parasitol Res. 2003;91:215–28."
Thelohania parastaci,2003,"Moodie EG, Le Jambre LF, Katz ME. Thelohania parastaci sp. nov. (Microspora: Thelohaniidae), a parasite of the Australian freshwater crayfish, Cherax destructor (Decapoda: Parastacidae). Parasitol Res. 2003;91:151–65."
Unnamed Microsporidia sp. 2,2003,"Mihelcic N, Hanula JL, Debarr GL. Pathogenic microorganisms associated with the Southern pine coneworm (Lepidoptera : Pyralidae) attacking loblolly pine. Fla Entomol. Florida Entomological Society; 2003;86:1–7."
Unnamed Vairimorpha sp.,2003,"Mewis I, Kleespies RG, Ulrichs C, Schnitzler WH. First detection of a microsporidium in the crucifer pest Hellula undalis (Lepidoptera: Pyralidae)—a possible control agent? Biol Control. Elsevier Science; 2003;26:202–8."
Unnamed Vittaforma-like sp.,2003,"Sulaiman IM, Matos O, Lobo ML, Xiao L. Identification of a New Microsporidian Parasite Related to Vittaforma corneae in HIV-Positive and HIV-Negative Patients from Portugal. J Eukaryot Microbiol. 2003;50:586–90."
Vairimorpha cheracis,2003,"Moodie EG, Le Jambre LF, Katz ME. Ultrastructural characteristics and small subunit ribosomal DNA sequence of Vairimorpha cheracis sp. nov., (Microspora: Burenellidae), a parasite of the Australian yabby, Cherax destructor (Decapoda: Parastacidae). J Invertebr Pathol. Elsevier Science; 2003;84:198–213."
Brachiola gambiae,2004,"Weiser J, Žižka Z. Brachiola gambiae sp. n. the Microsporidian Parasite of Anopheles gambiae and A. melas in Liberia. Acta Protozool. 2004;43:73–80."
Dictyocoela roeselum,2004,"Haine ER, Brondani E, Hume KD, Perrot-Minnot M-J, Gaillard M, Rigaud T. Coexistence of three microsporidia parasites in populations of the freshwater amphipod Gammarus roeseli: evidence for vertical transmission and positive effect on reproduction. Int J Parasitol. Elsevier Science; 2004;34:1137–46."
Fibrillanosema crangonycis,2004,"Slothouber Galbreath JGM, Smith JE, Terry RS, Becnel JJ, Dunn AM. Invasion success of Fibrillanosema crangonycis, n.sp., n.g.: A novel vertically transmitted microsporidian parasite from the invasive amphipod host Crangonyx pseudogracilis. Int J Parasitol. 2004;34:235–44."
Microsporidium brevirostris,2004,"Matos E, Azevedo C. Ultrastructural description of Microsporidium brevirostris sp. n., parasite of the teleostean Brachyhypopomus brevirostris (Hypopomidae) from the Amazon River. Acta Protozool. 2004;43:261–7."
Microsporidium dicologolossae,2004,"Faye N, Toguebaye BS, Bouix G. First report of microsporidian infections in solefishes from Senegal coast (West Africa). Bull Eur Assoc Fish Pathol. Aberdeen: Eur Assoc Fish Pathologists; 2004;24:115–8."
Microsporidium synapturae,2004,"Faye N, Toguebaye BS, Bouix G. First report of microsporidian infections in solefishes from Senegal coast (West Africa). Bull Eur Assoc Fish Pathol. Aberdeen: Eur Assoc Fish Pathologists; 2004;24:115–8."
Microsporidium vanstraeleniae,2004,"Faye N, Toguebaye BS, Bouix G. First report of microsporidian infections in solefishes from Senegal coast (West Africa). Bull Eur Assoc Fish Pathol. Aberdeen: Eur Assoc Fish Pathologists; 2004;24:115–8."
Nosema diphterostomi,2004,"Levron C, Ternengo S, Toguebaye BS, Marchand B. Ultrastructural description of the life cycle of Nosema diphterostomi sp. n., a microsporidia hyperparasite of Diphterostomum brusinae (Digenea: Zoogonidae), intestinal parasite of Diplodus annularis (Pisces: Teleostei). Acta Protozool. 2004;43:329–36."
Parathelohania divulgata,2004,"Simakova AV, Pankova TF. Microsporidia of the genus Parahtelohania (Microspora: Amblyosporidae) from blood-sucking mosquitoes of the genus Anopeles (Diptera: Culicidae) from the South of the West Siberia. Parazitologiia. 2004;38:457–69."
Parathelohania formosa,2004,"Simakova AV, Pankova TF. Microsporidia of the genus Parahtelohania (Microspora: Amblyosporidae) from blood-sucking mosquitoes of the genus Anopeles (Diptera: Culicidae) from the South of the West Siberia. Parazitologiia. 2004;38:457–69."
Parathelohania sibirika,2004,"Simakova AV, Pankova TF. Microsporidia of the genus Parahtelohania (Microspora: Amblyosporidae) from blood-sucking mosquitoes of the genus Anopeles (Diptera: Culicidae) from the South of the West Siberia. Parazitologiia. 2004;38:457–69."
Parathelohania teguldeti,2004,"Simakova AV, Pankova TF. Microsporidia of the genus Parahtelohania (Microspora: Amblyosporidae) from blood-sucking mosquitoes of the genus Anopeles (Diptera: Culicidae) from the South of the West Siberia. Parazitologiia. 2004;38:457–69."
Parathelohania tomski,2004,"Simakova AV, Pankova TF. Microsporidia of the genus Parahtelohania (Microspora: Amblyosporidae) from blood-sucking mosquitoes of the genus Anopeles (Diptera: Culicidae) from the South of the West Siberia. Parazitologiia. 2004;38:457–69."
Trichonosema algonquinensis,2004,"Desser SS, Koehler A, Barta JR, Kamyab J, Ringuette MJ. Trichonosema algonquinensis n. sp. (Phylum Microsporidia) in Pectinatella magnificd (Bryozoa: Phylactolaemata) from Algonquin Park, Ontario, Canada. J Eukaryot Microbiol. 2004;51:389–93."
Unnamed Microsporidia sp. 3,2004,"Toubiana M, Guelorget O, Bouchereau JL, Lucien-Brun H, Marques A. Microsporidians in penaeid shrimp along the west coast of Madagascar. Dis Aquat Org. Oldendorf Luhe: Inter-Research; 2004;58:79–82."
Unnamed Microsporidia sp. 4,2004,"Toubiana M, Guelorget O, Bouchereau JL, Lucien-Brun H, Marques A. Microsporidians in penaeid shrimp along the west coast of Madagascar. Dis Aquat Org. Oldendorf Luhe: Inter-Research; 2004;58:79–82."
Amblyospora flavescens,2005,"Simakova AV, Pankova TF. Six new species of microsporidia of the genus amblyospora (Microspora: Amblyosporidae) from blood sucking mosquitoes (Diptera: Culicidae) from the west Siberia. Parazitologiya. 2005;39:371–85."
Amblyospora kolarovi,2005,"Simakova AV, Pankova TF. Six new species of microsporidia of the genus amblyospora (Microspora: Amblyosporidae) from blood sucking mosquitoes (Diptera: Culicidae) from the west Siberia. Parazitologiya. 2005;39:371–85."
Amblyospora orbiculata,2005,"Simakova AV, Pankova TF. Six new species of microsporidia of the genus amblyospora (Microspora: Amblyosporidae) from blood sucking mosquitoes (Diptera: Culicidae) from the west Siberia. Parazitologiya. 2005;39:371–85."
